date,dl_traffic_volume_gb,connected_users
7/7/2025,1072.13,523.03
7/8/2025,1156.37,530.37
7/9/2025,774.55,525.42
7/10/2025,1234.15,548.61
7/11/2025,1138.68,540.95
7/12/2025,1127.28,530.49
7/13/2025,1185.49,550.65
7/14/2025,1075.16,530.43
7/15/2025,1089.96,523.42
7/16/2025,1099.68,516.74
7/17/2025,1083.23,520.52
7/18/2025,1144.91,545.99
7/19/2025,1130.64,552.41
7/20/2025,1161.24,549.74
7/21/2025,1043.72,520.98
7/22/2025,1092.48,530.94
7/23/2025,1079.55,536.3
7/24/2025,1088.4,537.98
7/25/2025,1064.27,540.37
7/26/2025,1133.74,566.5
7/27/2025,1137.54,566.96
7/28/2025,1090.56,542.31
7/29/2025,1095.48,544.83
7/30/2025,1107.7,531.17
7/31/2025,1070.77,539.81
8/1/2025,1094.26,548.49
8/2/2025,1093.99,536.5
8/3/2025,1171.33,548.57
8/4/2025,1089.08,538.46
8/5/2025,1111.22,541.58
8/6/2025,1110.73,536.06
8/7/2025,1117.86,536.19
8/8/2025,1203.47,568.33
8/9/2025,1153.81,553.89
8/10/2025,1146.8,553.3
8/11/2025,1126.91,534.75
8/12/2025,1160.78,550.77
8/13/2025,1144.81,546.15
8/14/2025,1128.11,546.94
8/15/2025,1145.22,559.36
8/16/2025,1175.59,577.56
8/17/2025,1135.91,551.78
8/18/2025,1086.19,538.24
8/19/2025,1099.92,532.24
8/20/2025,1095.92,530.23
8/21/2025,1088.46,531.41
8/22/2025,1083.29,506.68
8/23/2025,1141.36,545.09
8/24/2025,1146.86,545.67
8/25/2025,1127.34,538.92
8/26/2025,1124.96,537.79
8/27/2025,1082.93,530.08
8/28/2025,1125.865,532.065
8/29/2025,1143.83,544.14
8/30/2025,883.94,490.54
8/31/2025,1184.01,559.8
9/1/2025,1118.13,537.15
9/2/2025,1129.25,535.19
9/3/2025,1131.25,525.79
9/4/2025,1155.11,545.25
9/5/2025,1190.28,558.21
9/6/2025,1155.5,545.42
9/7/2025,1210.63,572.5
9/8/2025,1109.36,529.14
9/9/2025,1004.71,485.39
9/10/2025,1115.94,525.11
9/11/2025,1127.68,541
9/12/2025,1123.72,532.05
9/13/2025,1190.37,549.23
9/14/2025,1171.71,548.54
9/15/2025,1145.55,530.75
9/16/2025,1124.51,530.27
9/17/2025,1135.37,545.34
9/18/2025,1195.1,584.31
9/19/2025,1168.41,556.35
9/20/2025,1217.12,567.54
9/21/2025,1193.43,559.41
9/22/2025,1122.7,542.42
9/23/2025,1167.44,550.77
9/24/2025,1120.9,543.33
9/25/2025,1113.87,542.16
9/26/2025,1162.28,557.56
9/27/2025,1191.62,554.86
9/28/2025,1175.01,563.14
9/29/2025,1092.01,541.65
9/30/2025,1111.99,541.03
10/1/2025,1104.62,549.61
10/2/2025,1184.83,572.49
10/3/2025,964.05,518.7
10/4/2025,1145.42,557.62
10/5/2025,1177.84,562.17
10/6/2025,1214.82,592.15
10/7/2025,1168.43,553.09
10/8/2025,1111.28,525.5
10/9/2025,1140.95,549.43
10/10/2025,1179.23,567.88
10/11/2025,1211.41,579.9
10/12/2025,1211.55,570.29
10/13/2025,1079.48,505.26
10/14/2025,1135.53,535.22
10/15/2025,1133.69,538.13
10/16/2025,1034.54,510.08
10/17/2025,1087.93,524.53
10/18/2025,1199.57,569.32
10/19/2025,1174.4,570.03
10/20/2025,1218.32,583.1
